Posted On,BHK,Rent,Size,Floor,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Currency
6/30/2022,2,988000,650,1 out of 2,Carpet Area,Bandung,Unfurnished,Bachelors,1,Contact Owner,IDR
6/22/2022,2,4750000,1000,1 out of 1,Super Area,Medan,Furnished,Bachelors/Family,2,Contact Owner,IDR
5/27/2022,2,2375000,680,Ground out of 2,Carpet Area,Semarang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/17/2022,2,1615000,720,Ground out of 1,Carpet Area,Makassar,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/20/2022,2,665000,500,4 out of 5,Carpet Area,Yogyakarta,Unfurnished,Bachelors,1,Contact Owner,IDR
6/30/2022,2,1330000,800,Ground out of 2,Super Area,Denpasar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
5/19/2022,1,570000,160,Ground out of 1,Super Area,Palembang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/19/2022,2,2660000,1200,1 out of 2,Carpet Area,Malang,Unfurnished,Bachelors/Family,2,Contact Agent,IDR
6/17/2022,1,3420000,700,Ground out of 4,Super Area,Jakarta,Furnished,Bachelors/Family,1,Contact Owner,IDR
6/13/2022,1,665000,1000,Ground out of 1,Super Area,Surabaya,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
6/16/2022,2,3040000,1250,Ground out of 1,Super Area,Bandung,Unfurnished,Bachelors/Family,2,Contact Agent,IDR
5/6/2022,4,6650000,1600,Ground out of 3,Super Area,Medan,Unfurnished,Bachelors/Family,3,Contact Owner,IDR
6/4/2022,2,3990000,700,Ground out of 2,Super Area,Semarang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
6/16/2022,1,855000,450,Ground out of 2,Super Area,Makassar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/4/2022,2,2850000,839,1 out of 3,Super Area,Yogyakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
7/1/2022,1,855000,230,Ground out of 3,Super Area,Denpasar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
5/6/2022,1,1045000,1800,Ground out of 2,Super Area,Palembang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
5/10/2022,2,1615000,800,1 out of 2,Super Area,Malang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/27/2022,1,950000,500,Ground out of 1,Carpet Area,Jakarta,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
5/22/2022,2,1615000,620,Ground out of 1,Carpet Area,Surabaya,Unfurnished,Bachelors,1,Contact Owner,IDR
4/24/2022,2,1710000,650,2 out of 3,Carpet Area,Bandung,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
5/23/2022,1,1425000,550,1 out of 2,Super Area,Medan,Semi-Furnished,Bachelors/Family,1,Contact Agent,IDR
4/23/2022,2,1330000,450,1 out of 3,Carpet Area,Semarang,Furnished,Bachelors,2,Contact Owner,IDR
4/24/2022,3,2850000,1350,1 out of 2,Carpet Area,Makassar,Unfurnished,Family,2,Contact Owner,IDR
5/6/2022,2,1330000,600,2 out of 2,Super Area,Yogyakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
5/31/2022,3,1900000,1200,2 out of 4,Super Area,Denpasar,Furnished,Bachelors/Family,1,Contact Owner,IDR
6/25/2022,2,1330000,700,1 out of 2,Super Area,Palembang,Unfurnished,Bachelors/Family,1,Contact Agent,IDR
6/27/2022,3,608000,800,1 out of 3,Carpet Area,Malang,Furnished,Bachelors/Family,2,Contact Owner,IDR
6/19/2022,2,1140000,600,Ground out of 3,Carpet Area,Jakarta,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
6/19/2022,2,2280000,900,1 out of 3,Super Area,Surabaya,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/31/2022,2,1140000,750,Ground out of 1,Super Area,Bandung,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
7/1/2022,3,1900000,1250,1 out of 2,Super Area,Medan,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/31/2022,3,2280000,1000,2 out of 2,Super Area,Semarang,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
6/3/2022,2,1520000,600,Ground out of 2,Super Area,Makassar,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
6/30/2022,2,1007000,650,1 out of 1,Carpet Area,Yogyakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/24/2022,2,950000,450,2 out of 3,Carpet Area,Denpasar,Unfurnished,Bachelors,1,Contact Owner,IDR
6/11/2022,3,1615000,800,Ground out of 2,Super Area,Palembang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/19/2022,3,4180000,1000,Ground out of 3,Carpet Area,Malang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
6/19/2022,2,1330000,1000,Ground out of 3,Super Area,Jakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/25/2022,3,4750000,1400,5 out of 5,Carpet Area,Surabaya,Furnished,Bachelors,3,Contact Agent,IDR
6/11/2022,2,1330000,600,1 out of 4,Carpet Area,Bandung,Semi-Furnished,Bachelors,1,Contact Owner,IDR
6/13/2022,2,2850000,723,Ground out of 3,Carpet Area,Medan,Furnished,Family,1,Contact Owner,IDR
6/19/2022,1,1140000,320,Ground out of 2,Carpet Area,Semarang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/17/2022,2,1520000,900,Ground out of 3,Super Area,Makassar,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
5/27/2022,3,7600000,1400,Ground out of 2,Carpet Area,Yogyakarta,Furnished,Bachelors/Family,2,Contact Agent,IDR
6/24/2022,1,1140000,2160,1 out of 2,Super Area,Denpasar,Semi-Furnished,Bachelors,1,Contact Owner,IDR
6/22/2022,2,2850000,650,Ground out of 2,Carpet Area,Palembang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
6/16/2022,2,1235000,800,1 out of 1,Super Area,Malang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
6/8/2022,3,1520000,800,2 out of 3,Super Area,Jakarta,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
5/5/2022,1,1045000,500,Ground out of 2,Carpet Area,Surabaya,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/28/2022,3,1710000,1700,1 out of 2,Super Area,Bandung,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
4/27/2022,1,1140000,130,Ground out of 2,Carpet Area,Medan,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
5/14/2022,1,2850000,505,Ground out of 3,Super Area,Semarang,Furnished,Bachelors/Family,1,Contact Owner,IDR
7/4/2022,4,5700000,4000,Ground out of 3,Super Area,Makassar,Furnished,Bachelors/Family,3,Contact Agent,IDR
5/22/2022,3,5700000,1250,Ground out of 2,Super Area,Yogyakarta,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/15/2022,1,950000,700,Ground out of 2,Carpet Area,Denpasar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/12/2022,2,2850000,900,Ground out of 1,Super Area,Palembang,Unfurnished,Bachelors,1,Contact Owner,IDR
6/26/2022,1,1235000,650,1 out of 1,Super Area,Malang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
6/29/2022,2,855000,750,Ground out of 1,Super Area,Jakarta,Furnished,Bachelors/Family,1,Contact Owner,IDR
5/7/2022,2,1330000,450,Ground out of 3,Carpet Area,Surabaya,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/25/2022,1,1235000,350,1 out of 2,Carpet Area,Bandung,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
6/12/2022,1,3325000,480,1 out of 2,Carpet Area,Medan,Furnished,Bachelors,2,Contact Owner,IDR
6/18/2022,2,1900000,900,Ground out of 3,Super Area,Semarang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
5/24/2022,1,285000,200,Ground out of 2,Super Area,Makassar,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
6/6/2022,3,4750000,1100,2 out of 3,Super Area,Yogyakarta,Unfurnished,Bachelors/Family,3,Contact Owner,IDR
4/28/2022,2,2280000,800,1 out of 2,Carpet Area,Denpasar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/5/2022,3,1425000,1000,Ground out of 2,Carpet Area,Palembang,Furnished,Bachelors/Family,2,Contact Owner,IDR
6/11/2022,1,1330000,800,1 out of 2,Carpet Area,Malang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/29/2022,1,665000,200,Upper Basement out of 4,Super Area,Jakarta,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
6/26/2022,3,1900000,1190,1 out of 2,Carpet Area,Surabaya,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/17/2022,2,2660000,900,Ground out of 2,Carpet Area,Bandung,Unfurnished,Bachelors,2,Contact Agent,IDR
5/28/2022,2,2850000,1500,Ground out of 2,Super Area,Medan,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/15/2022,2,1235000,600,2 out of 3,Super Area,Semarang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
5/14/2022,3,1900000,800,Ground out of 4,Super Area,Makassar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
5/9/2022,2,1995000,800,1 out of 2,Carpet Area,Yogyakarta,Unfurnished,Family,2,Contact Owner,IDR
6/11/2022,3,1900000,900,Ground out of 3,Carpet Area,Denpasar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
4/24/2022,1,950000,350,Ground out of 3,Carpet Area,Palembang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
6/29/2022,2,1710000,800,Ground out of 2,Carpet Area,Malang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/23/2022,2,3800000,1600,Ground out of 3,Carpet Area,Jakarta,Unfurnished,Bachelors,2,Contact Owner,IDR
5/12/2022,3,6650000,1012,2 out of 3,Carpet Area,Surabaya,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
4/29/2022,3,2850000,1200,Ground out of 2,Carpet Area,Bandung,Unfurnished,Bachelors,2,Contact Owner,IDR
4/23/2022,2,3800000,700,1 out of 2,Super Area,Medan,Furnished,Bachelors/Family,1,Contact Owner,IDR
5/9/2022,2,2280000,1000,1 out of 3,Super Area,Semarang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
6/30/2022,2,1520000,800,Ground out of 3,Carpet Area,Makassar,Unfurnished,Bachelors,1,Contact Owner,IDR
5/5/2022,1,570000,500,Ground out of 1,Super Area,Yogyakarta,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
5/20/2022,3,3800000,1200,Ground out of 1,Carpet Area,Denpasar,Semi-Furnished,Bachelors,2,Contact Owner,IDR
6/10/2022,1,1710000,450,Ground out of 2,Carpet Area,Palembang,Unfurnished,Bachelors,1,Contact Agent,IDR
6/25/2022,3,2470000,950,Ground out of 2,Carpet Area,Malang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/30/2022,1,1330000,350,Ground out of 2,Carpet Area,Jakarta,Unfurnished,Bachelors/Family,1,Contact Agent,IDR
6/3/2022,1,1710000,450,Ground out of 3,Carpet Area,Surabaya,Unfurnished,Bachelors/Family,1,Contact Agent,IDR
5/3/2022,1,1710000,550,Ground out of 2,Carpet Area,Bandung,Semi-Furnished,Bachelors,1,Contact Owner,IDR
5/19/2022,2,1900000,300,Ground out of 1,Carpet Area,Medan,Unfurnished,Bachelors,1,Contact Owner,IDR
5/9/2022,3,2850000,1250,Ground out of 3,Super Area,Semarang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
6/22/2022,2,1330000,700,2 out of 3,Super Area,Makassar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
5/31/2022,3,1520000,812,Ground out of 3,Super Area,Yogyakarta,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/21/2022,2,1520000,550,Ground out of 2,Super Area,Denpasar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/22/2022,1,950000,500,Ground out of 1,Super Area,Palembang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
6/23/2022,1,2660000,320,1 out of 2,Carpet Area,Malang,Furnished,Bachelors,1,Contact Owner,IDR
5/5/2022,2,950000,600,Ground out of 2,Super Area,Jakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/1/2022,2,950000,420,Ground out of 2,Carpet Area,Surabaya,Unfurnished,Bachelors,1,Contact Owner,IDR
6/29/2022,3,2280000,1100,Ground out of 2,Super Area,Bandung,Unfurnished,Bachelors,1,Contact Owner,IDR
6/29/2022,1,608000,220,3 out of 4,Super Area,Medan,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/10/2022,2,1615000,700,Ground out of 2,Carpet Area,Semarang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
6/6/2022,3,3040000,1200,Ground out of 2,Carpet Area,Makassar,Unfurnished,Bachelors/Family,2,Contact Agent,IDR
5/23/2022,2,2660000,800,Ground out of 3,Carpet Area,Yogyakarta,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/16/2022,1,1520000,300,Ground out of 1,Carpet Area,Denpasar,Furnished,Bachelors,1,Contact Agent,IDR
5/26/2022,2,1330000,650,Ground out of 2,Carpet Area,Palembang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
5/30/2022,1,1520000,600,1 out of 2,Super Area,Malang,Furnished,Bachelors/Family,1,Contact Owner,IDR
6/8/2022,1,570000,350,Ground out of 3,Super Area,Jakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/14/2022,1,722000,500,1 out of 3,Carpet Area,Surabaya,Unfurnished,Bachelors,1,Contact Owner,IDR
6/10/2022,1,1235000,400,1 out of 1,Super Area,Bandung,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
5/4/2022,3,3800000,1750,Ground out of 3,Super Area,Medan,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
5/4/2022,3,5700000,1600,3 out of 3,Super Area,Semarang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/13/2022,1,1520000,300,Ground out of 2,Carpet Area,Makassar,Semi-Furnished,Bachelors/Family,1,Contact Agent,IDR
6/25/2022,2,2660000,1100,1 out of 3,Super Area,Yogyakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
6/22/2022,2,1368000,830,Ground out of 3,Super Area,Denpasar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
5/20/2022,2,1330000,600,Ground out of 2,Carpet Area,Palembang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
6/1/2022,1,1330000,500,1 out of 2,Super Area,Malang,Unfurnished,Bachelors,2,Contact Owner,IDR
6/29/2022,2,1425000,900,1 out of 2,Carpet Area,Jakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/30/2022,2,1615000,1250,Ground out of 1,Carpet Area,Surabaya,Unfurnished,Family,2,Contact Owner,IDR
6/3/2022,2,2280000,700,Ground out of 2,Carpet Area,Bandung,Unfurnished,Bachelors,1,Contact Agent,IDR
6/22/2022,1,1615000,850,Ground out of 1,Carpet Area,Medan,Unfurnished,Bachelors,2,Contact Owner,IDR
6/29/2022,2,1805000,550,Ground out of 1,Carpet Area,Semarang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/30/2022,2,1425000,550,Ground out of 1,Carpet Area,Makassar,Furnished,Bachelors/Family,2,Contact Owner,IDR
6/15/2022,2,2280000,1200,Ground out of 1,Super Area,Yogyakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/15/2022,3,3800000,1100,Ground out of 1,Carpet Area,Denpasar,Unfurnished,Bachelors,2,Contact Agent,IDR
6/29/2022,2,1615000,650,Ground out of 1,Super Area,Palembang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
6/15/2022,3,3800000,1050,Ground out of 1,Carpet Area,Malang,Unfurnished,Bachelors,2,Contact Agent,IDR
5/20/2022,2,1140000,960,Ground out of 2,Super Area,Jakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
5/30/2022,2,1045000,650,1 out of 1,Carpet Area,Surabaya,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/21/2022,1,1330000,550,Ground out of 2,Super Area,Bandung,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
5/21/2022,2,1330000,500,Ground out of 1,Super Area,Medan,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
4/25/2022,1,1235000,450,3 out of 4,Super Area,Semarang,Unfurnished,Family,1,Contact Owner,IDR
6/29/2022,2,1900000,850,1 out of 2,Super Area,Makassar,Unfurnished,Bachelors,2,Contact Owner,IDR
7/1/2022,1,988000,300,Ground out of 3,Carpet Area,Yogyakarta,Unfurnished,Bachelors/Family,1,Contact Agent,IDR
4/25/2022,2,2470000,1000,1 out of 2,Carpet Area,Denpasar,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
5/24/2022,2,1330000,500,1 out of 3,Carpet Area,Palembang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
5/12/2022,2,2280000,756,Ground out of 3,Carpet Area,Malang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
4/23/2022,1,2850000,1000,2 out of 3,Super Area,Jakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
5/5/2022,1,950000,150,1 out of 2,Carpet Area,Surabaya,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
5/14/2022,1,1520000,800,Ground out of 2,Carpet Area,Bandung,Unfurnished,Bachelors,1,Contact Owner,IDR
6/21/2022,2,1520000,700,2 out of 3,Super Area,Medan,Unfurnished,Bachelors,2,Contact Agent,IDR
6/17/2022,1,950000,420,3 out of 3,Super Area,Semarang,Unfurnished,Bachelors,1,Contact Owner,IDR
6/21/2022,2,1900000,800,Ground out of 1,Super Area,Makassar,Unfurnished,Bachelors,1,Contact Agent,IDR
6/24/2022,2,2280000,288,2 out of 3,Carpet Area,Yogyakarta,Unfurnished,Bachelors,1,Contact Owner,IDR
6/11/2022,2,1520000,900,Ground out of 1,Super Area,Denpasar,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
7/3/2022,2,3990000,850,1 out of 1,Carpet Area,Palembang,Unfurnished,Bachelors,2,Contact Agent,IDR
6/7/2022,1,950000,350,1 out of 1,Carpet Area,Malang,Unfurnished,Bachelors,1,Contact Owner,IDR
4/27/2022,2,1710000,600,Ground out of 2,Super Area,Jakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/26/2022,2,1520000,1600,Ground out of 2,Carpet Area,Surabaya,Semi-Furnished,Bachelors,1,Contact Owner,IDR
6/11/2022,2,1330000,986,2 out of 3,Carpet Area,Bandung,Unfurnished,Bachelors,1,Contact Owner,IDR
7/3/2022,3,6650000,1330,1 out of 3,Carpet Area,Medan,Unfurnished,Bachelors,2,Contact Agent,IDR
5/14/2022,3,2850000,1300,Ground out of 3,Super Area,Semarang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
5/22/2022,2,1178000,800,Ground out of 2,Carpet Area,Makassar,Unfurnished,Bachelors,1,Contact Owner,IDR
5/26/2022,2,1881000,800,1 out of 4,Carpet Area,Yogyakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
7/3/2022,2,1330000,850,Ground out of 3,Super Area,Denpasar,Unfurnished,Bachelors,1,Contact Owner,IDR
5/10/2022,1,950000,322,1 out of 3,Carpet Area,Palembang,Unfurnished,Bachelors/Family,1,Contact Agent,IDR
6/19/2022,2,1235000,800,Ground out of 2,Carpet Area,Malang,Furnished,Bachelors/Family,1,Contact Owner,IDR
7/3/2022,4,7600000,1500,Ground out of 2,Carpet Area,Jakarta,Unfurnished,Bachelors,2,Contact Agent,IDR
6/8/2022,3,7600000,3500,1 out of 2,Super Area,Surabaya,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
6/26/2022,2,2280000,957,1 out of 2,Carpet Area,Bandung,Furnished,Bachelors,2,Contact Owner,IDR
5/18/2022,1,1235000,850,1 out of 3,Carpet Area,Medan,Unfurnished,Bachelors,1,Contact Owner,IDR
6/23/2022,2,1900000,900,Ground out of 2,Carpet Area,Semarang,Unfurnished,Bachelors,2,Contact Owner,IDR
6/29/2022,2,2850000,600,Ground out of 2,Super Area,Makassar,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
5/9/2022,1,950000,350,Ground out of 5,Carpet Area,Yogyakarta,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
6/18/2022,2,1330000,800,Ground out of 2,Super Area,Denpasar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
5/31/2022,2,1140000,320,1 out of 2,Carpet Area,Palembang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
4/29/2022,3,2850000,800,Ground out of 4,Carpet Area,Malang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
7/3/2022,2,1900000,700,1 out of 1,Carpet Area,Jakarta,Semi-Furnished,Bachelors,2,Contact Owner,IDR
7/4/2022,2,4180000,1200,1 out of 2,Super Area,Surabaya,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
5/23/2022,2,1615000,750,1 out of 2,Carpet Area,Bandung,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
7/4/2022,3,6650000,1200,Ground out of 3,Super Area,Medan,Semi-Furnished,Bachelors/Family,3,Contact Agent,IDR
6/12/2022,2,1330000,450,Ground out of 4,Carpet Area,Semarang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/26/2022,3,1615000,1430,Ground out of 2,Super Area,Makassar,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
5/9/2022,2,1140000,450,1 out of 3,Super Area,Yogyakarta,Unfurnished,Bachelors/Family,1,Contact Agent,IDR
6/28/2022,4,6650000,800,Ground out of 1,Super Area,Denpasar,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
6/3/2022,1,1140000,400,1 out of 2,Super Area,Palembang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
4/23/2022,2,1520000,650,1 out of 2,Super Area,Malang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/7/2022,1,950000,450,1 out of 2,Carpet Area,Jakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
5/24/2022,2,1140000,600,Ground out of 4,Super Area,Surabaya,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/10/2022,3,2850000,1200,1 out of 3,Carpet Area,Bandung,Unfurnished,Family,2,Contact Owner,IDR
5/13/2022,2,1710000,700,3 out of 3,Carpet Area,Medan,Unfurnished,Bachelors,1,Contact Owner,IDR
5/13/2022,1,950000,300,Ground out of 1,Carpet Area,Semarang,Unfurnished,Bachelors,1,Contact Agent,IDR
5/26/2022,3,1520000,1200,1 out of 4,Super Area,Makassar,Unfurnished,Bachelors/Family,3,Contact Owner,IDR
7/3/2022,3,6650000,1300,Ground out of 1,Carpet Area,Yogyakarta,Unfurnished,Bachelors,2,Contact Agent,IDR
6/27/2022,1,1045000,400,Ground out of 1,Super Area,Denpasar,Unfurnished,Bachelors/Family,1,Contact Agent,IDR
7/3/2022,3,6650000,1320,Ground out of 2,Carpet Area,Palembang,Unfurnished,Bachelors,2,Contact Agent,IDR
4/24/2022,2,2090000,1000,Ground out of 1,Super Area,Malang,Furnished,Bachelors/Family,2,Contact Owner,IDR
4/28/2022,2,1900000,700,1 out of 2,Carpet Area,Jakarta,Unfurnished,Bachelors,1,Contact Owner,IDR
5/10/2022,2,1235000,800,Ground out of 2,Carpet Area,Surabaya,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/8/2022,2,1140000,900,Ground out of 3,Super Area,Bandung,Furnished,Bachelors/Family,1,Contact Owner,IDR
4/23/2022,3,6863750,1700,Ground out of 2,Super Area,Medan,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/28/2022,2,1292000,600,Ground out of 2,Carpet Area,Semarang,Unfurnished,Bachelors,1,Contact Owner,IDR
6/20/2022,2,1615000,850,1 out of 2,Carpet Area,Makassar,Unfurnished,Family,2,Contact Owner,IDR
5/22/2022,2,950000,550,1 out of 3,Carpet Area,Yogyakarta,Unfurnished,Bachelors,1,Contact Owner,IDR
6/30/2022,1,1235000,650,Ground out of 2,Carpet Area,Denpasar,Furnished,Bachelors/Family,1,Contact Owner,IDR
4/23/2022,1,1235000,800,Ground out of 1,Carpet Area,Palembang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
5/31/2022,2,855000,475,Ground out of 2,Super Area,Malang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/19/2022,1,1140000,200,Ground out of 1,Carpet Area,Jakarta,Unfurnished,Bachelors/Family,1,Contact Agent,IDR
6/3/2022,1,1900000,400,Ground out of 2,Carpet Area,Surabaya,Unfurnished,Bachelors/Family,1,Contact Agent,IDR
5/18/2022,1,2280000,500,Ground out of 2,Super Area,Bandung,Furnished,Bachelors/Family,1,Contact Agent,IDR
6/19/2022,2,2280000,550,2 out of 3,Carpet Area,Medan,Unfurnished,Bachelors/Family,1,Contact Agent,IDR
